,address_full,lat,lon,bike_score,transit_score,walk_score
1185,5507 Hialeah Dr Houston 77092,29.826566,-95.472057,59,42,59
1186,5507 N Rose St Houston 77007,,,,,
1187,5508 Lacy St Houston 77007,29.7643459,-95.4217606,58,42,61
1188,5508 Petty St Houston 77007,29.780593,-95.415933,54,39,54
1189,5509 Kansas  A Houston 77007,29.7820257,-95.4183705,51,40,48
1190,5510 C Kansas Houston 77007,,,,,
1191,5512 Larkin St Houston 77007,29.7791091,-95.4181843,56,41,63
1192,5515 Crooms St Houston 77007,29.7634661,-95.4174391,53,44,67
1193,5517 Petty St Houston 77007,29.780593,-95.415933,54,39,54
1194,5518 Crooms Houston 77007,29.7634661,-95.4174391,53,44,67
1195,5521 Petty Houston 77007,29.780593,-95.415933,54,39,54
1196,"5525 Petty, B Houston 77007",29.780593,-95.415933,54,39,54
1197,5530 Cornish Houston 77007,29.778453,-95.41169,57,40,78
1198,5535 Darling St Houston 77007,29.7797767,-95.4243294,49,44,58
1199,5602 Elysian St Houston 77009,29.775539,-95.350514,64,64,48
1200,5613 Petty St Houston 77007,29.780593,-95.415933,54,39,54
1201,5614 C Darling St Houston 77007,29.7797767,-95.4243294,49,44,58
1202,5614 Darling St #C Houston 77007,,,,,
1203,5615 Darling St Houston 77007,29.7797767,-95.4243294,49,44,58
1204,5615 Darling St Houston 77007,29.7797767,-95.4243294,49,44,58
1205,5615 Kiam St  B Houston 77007,,,,,
1206,5623 C Kansas Houston 77007,,,,,
1207,5648 Larkin St Houston 77007,29.7791091,-95.4181843,56,41,63
1208,5648 Larkin St Houston 77007,29.7791091,-95.4181843,56,41,63
1209,5656 Darling St Houston 77007,29.7797767,-95.4243294,49,44,58
1210,5656 Darling St Houston 77007,29.7797767,-95.4243294,49,44,58
1211,5708 Petty St  A Houston 77007,,,,,
1212,5711 Brady St Houston 77011,29.745118,-95.321214,67,65,62
1213,5711 Sherman St Houston 77011,29.735602,-95.295293,70,49,72
1214,5714 Venice St Houston 77007,29.7628324,-95.4217008,55,42,64
1215,5717A Cornish St Houston 77007,29.778453,-95.41169,57,40,78
1216,5722 Venice St Houston 77007,29.7628324,-95.4217008,55,42,64
1217,5723 Arabelle Lake St Houston 77007,,,,,
1218,5725 C Darling St Houston 77007,,,,,
1219,5732 Petty St  A Houston 77007,,,,,
1220,5732A Darling St  A Houston 77007,29.7797767,-95.4243294,49,44,58
1221,5739 A Kansas St Houston 77007,,,,,
1222,5743- D Kansas Houston 77007,,,,,
1223,5743 Kansas  D Houston 77007,29.7820257,-95.4183705,51,40,48
1224,5743 Kiam Street Unit C Houston 77007,,,,,
1225,5747 Kansas St Houston 77007,29.7820257,-95.4183705,51,40,48
1226,5800 Lumberdale Rd #26 Houston 77092,,,,,
1227,5805 Darling St  C Houston 77007,,,,,
1228,5807 Maxie Houston 77007,29.7740944,-95.4110015,61,44,84
1229,5811 A Petty St Houston 77007,29.780593,-95.415933,54,39,54
1230,5811 B Petty St Houston 77007,29.780593,-95.415933,54,39,54
1231,5811 C Petty St Houston 77007,,,,,
1232,5811 Fulton Houston 77009,29.8105075,-95.3698173,48,57,42
1233,5811 Lacy St Houston 77007,29.7643459,-95.4217606,58,42,61
1234,5812 Langfield Rd #5812 Houston 77092,,,,,
1235,5813 A Petty St Houston 77007,29.780593,-95.415933,54,39,54
1236,5813 B Petty St Houston 77007,29.780593,-95.415933,54,39,54
1237,5813 C Petty St Houston 77007,,,,,
1238,5813 Washington Ave  A Houston 77007,,,,,
1239,5813 Washington Ave  A Houston 77007,,,,,
1240,5817 Darling St  F Houston 77007,,,,,
1241,5817 Feagan St Houston 77007,29.7666047,-95.4216799,60,44,69
1242,5817 Washington Ave Houston 77007,29.7689273,-95.3914073,62,46,72
1243,5821 Washington Ave Houston 77007,29.7689273,-95.3914073,62,46,72
1244,5822 Darling St Houston 77007,29.7797767,-95.4243294,49,44,58
1245,5826 Spruce Forest Dr Houston 77092,29.844471,-95.475804,57,38,68
1246,"5832 Darling St , #2 Houston 77007",,,,,
1247,5840 Larkin Houston 77007,29.7791091,-95.4181843,56,41,63
1248,5849 Kiam St Houston 77007,29.781321,-95.415938,54,39,54
1249,5857  Kiam St Houston 77007,29.781321,-95.415938,54,39,54
1250,5857 Kiam Houston 77007,29.781321,-95.415938,54,39,54
1251,5911 Katy St Houston 77007,29.782531,-95.428908,38,46,41
1252,5916 Center St Houston 77007,29.7699659,-95.3931667,59,46,71
1253,5919 Schuler St Houston 77007,29.7725768,-95.415454,65,42,82
1254,5929 Kiam St Houston 77007,29.781321,-95.415938,54,39,54
1255,5932 Kiam Houston 77007,29.781321,-95.415938,54,39,54
1256,5938 Kansas St Houston 77007,29.7820257,-95.4183705,51,40,48
1257,5939 Kansas St Houston 77007,29.7820257,-95.4183705,51,40,48
1258,5962 Kansas St Houston 77007,29.7820257,-95.4183705,51,40,48
1259,6005 Kansas St C Houston 77007,,,,,
1260,6007 Kansas C Houston 77007,,,,,
1261,6009B Hamman St Houston 77007,29.7759418,-95.4261771,51,43,70
1262,6012 Clyde St Houston 77007,29.7753931,-95.4233386,53,44,67
1263,6014 Schuler St Houston 77007,29.7725768,-95.415454,65,42,82
1264,602 E 26th St Houston 77008,29.811219,-95.383754,59,47,64
1265,603 Jewett Houston 77009,29.7990551,-95.3746802,53,57,67
1266,603 Jewett Houston 77009,29.7990551,-95.3746802,53,57,67
1267,603 Vincent St Houston 77009,29.7981221,-95.3729898,50,56,66
1268,6030 Lynwood Banks Ln Houston 77092,29.8384005,-95.4815918,48,38,38
1269,604 # B W 28th St Houston 77008,29.811999,-95.4060585,,,
1270,605 Jewett Street Houston 77009,29.7990551,-95.3746802,53,57,67
1271,605 Jewett Houston 77009,29.7990551,-95.3746802,53,57,67
1272,605 Jewett Houston 77009,29.7990551,-95.3746802,53,57,67
1273,605 W 20th St Houston 77008,29.8039647,-95.3985626,70,45,86
1274,606 # B W 28th St Houston 77008,29.811999,-95.4060585,,,
1275,606 #A W 28th St Houston 77008,29.811999,-95.4060585,,,
1276,606 Sue St Houston 77009,29.807123,-95.365353,59,57,50
1277,607 Archer St Houston 77009,29.7971341,-95.3738203,50,56,67
1278,607 Cordell St Houston 77009,29.7990551,-95.3746802,53,57,67
1279,607 Jewett St Houston 77009,29.7990551,-95.3746802,53,57,67
1280,607 Jewett Houston 77009,29.7990551,-95.3746802,53,57,67
1281,607 Jewett Houston 77009,29.7990551,-95.3746802,53,57,67
1282,607 W 20th Houston 77008,29.8039647,-95.3985626,70,45,86
1283,608 # A W 28th St Houston 77008,29.811999,-95.4060585,,,
1284,608 # B W 28th St Houston 77008,29.811999,-95.4060585,,,
1285,608 Cordell St Houston 77009,29.7990551,-95.3746802,53,57,67
1286,608 Middle Street  F Houston 77003,,,,,
1287,608 Middle Street  F Houston 77003,,,,,
1288,608 Middle Street  H Houston 77003,,,,,
1289,609 Moody St Houston 77009,29.804233,-95.359183,65,54,61
1290,610 Enid St Houston 77009,29.807884,-95.375452,61,56,58
1291,6103 Queenswood Ln Houston 77008,29.786753,-95.422853,49,41,19
1292,6118 Clyde St Houston 77007,29.7753931,-95.4233386,53,44,67
1293,612 E 20  B Houston 77008,,,,,
1294,612 E 29th St Houston 77008,29.813109,-95.391334,65,38,57
1295,6120 Maxie  C Houston 77007,,,,,
1296,6122 Tyne St Houston 77007,29.7747055,-95.4233256,53,44,67
1297,613 Knox St Houston 77007,29.761265,-95.4209414,52,41,60
1298,6130 Greenmont Dr Houston 77092,29.8466257,-95.4789985,43,35,45
1299,615 Mazal Ln Houston 77009,,,,,
1300,617 Nagle Houston 77003,29.742485,-95.35374,66,68,51
1301,617 Roy St Houston 77007,29.779182,-95.412661,58,36,76
1302,619 W 24th Street Houston 77008,29.807757,-95.418138,58,41,54
1303,620 Birdsall St Houston 77007,29.768901,-95.420167,63,43,79
1304,621 Mazal Ln Houston 77009,,,,,
1305,6219 Wynnwood Ln Houston 77008,29.793986,-95.440727,46,40,35
1306,622 E 27th St Houston 77008,29.8114386,-95.3924352,59,44,59
1307,622 Knox St Houston 77007,29.761265,-95.4209414,52,41,60
1308,6235 Abington Way Houston 77008,29.788678,-95.422059,56,39,20
1309,624 Knox Houston 77007,29.761265,-95.4209414,52,41,60
1310,624 Knox Houston 77007,29.761265,-95.4209414,52,41,60
1311,627 Hartman St Houston 77007,29.7684548,-95.3992379,70,46,77
1312,630 W 22nd St #A Houston 77008,,,,,
1313,6308 Calder St Houston 77007,29.7752,-95.42555,52,44,73
1314,6314 Hamman St Houston 77007,29.7759418,-95.4261771,51,43,70
1315,632 W 17th St Houston 77008,29.800744,-95.410088,68,44,76
1316,637 Rutland St #3 Houston 77007,,,,,
1317,637 Rutland St #7 Houston 77007,,,,,
1318,638 E 26th St Houston 77008,29.811219,-95.383754,59,47,64
1319,639A W 17th St Houston 77008,29.800744,-95.410088,68,44,76
1320,6409 Prague St Houston 77007,29.7732788,-95.4273647,51,44,71
1321,6410 Woodbrook Ln Houston 77008,29.790203,-95.421447,65,34,28
1322,6435 Cindy Ln Houston 77008,29.7955394,-95.429919,63,36,63
1323,6439 Lindyann Ln Houston 77008,29.7964097,-95.4300478,63,36,63
1324,6439 Lindyann Ln Houston 77008,29.7964097,-95.4300478,63,36,63
1325,6439 Lindyann Ln Houston 77008,29.7964097,-95.4300478,63,36,63
1326,645 Hartman Houston 77007,29.7684548,-95.3992379,70,46,77
1327,650 Westcross St #10 Houston 77018,,,,,
1328,650 Westcross St #2 Houston 77018,,,,,
1329,650 Westcross St #51 Houston 77018,,,,,
1330,650 Westcross St #51 Houston 77018,,,,,
1331,6522 Calder Street Houston 77007,29.7752,-95.42555,52,44,73
1332,6528 Calder St Houston 77007,29.7752,-95.42555,52,44,73
1333,6528 Calder St Houston 77007,29.7752,-95.42555,52,44,73
1334,6533 Enid St Houston 77022,29.8178888,-95.3752324,48,57,39
1335,6534 Wynnwood Ln Houston 77008,29.793986,-95.440727,46,40,35
1336,654 Nagle St Houston 77003,29.754066,-95.34544,77,77,71
1337,6605 Letein St Houston 77007,29.785033,-95.432516,36,47,18
1338,6607 Victoria St Houston 77020,29.782899,-95.305261,53,45,62
1339,6609 Letein St Houston 77008,29.785033,-95.432516,36,47,18
1340,6612 Avenue L Houston 77011,29.750927,-95.320225,53,55,45
1341,6637 Feldspar St Houston 77092,29.82911,-95.488132,56,39,58
1342,6669 Limestone St Houston 77092,29.826145,-95.492134,51,40,52
1343,6702 Sussex Manor ST Houston 77055,,,,,
1344,6705 Avenue C St #3 Houston 77011,,,,,
1345,6717 Avenue H Houston 77011,29.74813,-95.3249,69,63,57
1346,6719 Grovewood Ln Houston 77008,29.7937446,-95.4170001,65,38,36
1347,6806 Avenue I Houston 77011,29.74824,-95.321462,63,61,56
1348,6836 Avenue C Houston 77011,29.734916,-95.29557,68,49,72
1349,6928 Avenue U Houston 77011,29.75043,-95.300683,52,40,58
1350,699 Reinerman St Houston 77007,29.779897,-95.413623,58,37,72
1351,7 Latham St Houston 77011,29.743158,-95.318664,67,66,64
1352,7010 Schiller St Houston 77055,29.798553,-95.470787,52,45,52
1353,7027 Avenue C Houston 77011,29.734916,-95.29557,68,49,72
1354,704 Allston  B Houston 77007,29.794342,-95.400139,68,43,70
1355,704 E 24th St Houston 77008,29.807721,-95.3959743,65,44,69
1356,704 W 8th Houston 77007,,,,,
1357,704 Warner St Houston 77022,29.840743,-95.365899,47,45,55
1358,705 Schwartz Street Houston 77020,29.767354,-95.340858,61,51,45
1359,705 Wendel St  A Houston 77009,,,,,
1360,706 E 25th St Houston 77008,29.8090766,-95.3974841,63,43,72
1361,706 English St Houston 77009,29.807869,-95.365367,55,58,49
1362,706 Hartman St Houston 77007,29.7684548,-95.3992379,70,46,77
1363,706 Usener St Houston 77009,29.78064,-95.381994,64,40,62
1364,706 Vincent St Houston 77009,29.7981221,-95.3729898,50,56,66
1365,708 Aurora St Houston 77009,29.810543,-95.382691,58,49,65
1366,708 Reinicke St Houston 77007,,,,,
1367,709 E Burress St Houston 77022,29.841504,-95.394328,49,46,45
1368,709 Enid Houston 77009,29.807884,-95.375452,61,56,58
1369,709 Waverly St Houston 77007,29.7905881,-95.4044932,72,41,70
1370,710 Jackson Hill Houston 77007,,,,,
1371,710 Le Green St Houston 77008,29.798509,-95.389732,61,49,69
1372,710 Roy St Houston 77007,29.779182,-95.412661,58,36,76
1373,711 Reinicke St Houston 77007,,,,,
1374,7115 Avenue F Houston 77011,29.740339,-95.304878,75,50,81
1375,7118 Avenue L Houston 77011,29.750927,-95.320225,53,55,45
1376,712 Eleanor St Houston 77009,29.812356,-95.365423,45,55,47
1377,712 W Melwood St Houston 77009,29.794348,-95.3827199,58,48,74
1378,714 Ridge St Houston 77009,29.782925,-95.3807355,59,42,59
1379,716 E 14th St Houston 77008,29.7963516,-95.3890928,62,49,66
1380,716 E 28th Houston 77009,,,,,
1381,716A East 28th Houston 77008,,,,,
1382,717 St. Charles Houston 77003,,,,,
1383,717 W 30th St Houston 77018,29.8138587,-95.4114043,65,41,64
1384,718 Birdsall St #C Houston 77007,,,,,
1385,718 E 12th St Houston 77008,29.7925925,-95.3931536,63,47,74
1386,718 Fowler St Houston 77007,29.7748763,-95.4073362,58,45,80
1387,718 W 8th St Houston 77007,29.785086,-95.403271,75,42,52
1388,719 Reinerman St Houston 77007,29.779897,-95.413623,58,37,72
1389,721 Hartman Street Houston 77007,29.7684548,-95.3992379,70,46,77
1390,721 W 12th St Houston 77008,29.7924126,-95.4060591,68,41,61
1391,7216 Market Street Houston 77020,29.772586,-95.333773,54,51,67
1392,722 E 17th St Houston 77008,29.8010206,-95.3922182,66,46,65
1393,722 N Shepherd Dr Houston 77007,29.780935,-95.409183,64,38,75
1394,722 Waverly St Houston 77007,29.7905881,-95.4044932,72,41,70
1395,725 E 12th 1/2 St Houston 77008,,,,,
1396,725 Martin St Houston 77018,29.834286,-95.435372,49,41,46
1397,725 Martin St Houston 77018,29.834286,-95.435372,49,41,46
1398,725 Schwartz Street Houston 77020,29.767354,-95.340858,61,51,45
1399,727 Schwartz Street Houston 77020,29.767354,-95.340858,61,51,45
1400,728 Link Houston 77009,29.80832,-95.378645,64,54,65
1401,728 Merrill St Houston 77009,29.788889,-95.380781,60,44,60
1402,729 Schwartz Street Houston 77020,29.767354,-95.340858,61,51,45
1403,730 E 27th St Houston 77009,29.8114386,-95.3924352,59,44,59
1404,730 Redwing Place Dr Houston 77009,29.8020942,-95.3810981,61,51,79
1405,7302 Walker St Houston 77011,29.730305,-95.296025,71,48,61
1406,732 Link Houston 77008,29.8136042,-95.3875145,65,41,61
1407,7338 Rusk St Houston 77011,29.736101,-95.312508,70,61,70
1408,734 B W 20th St Houston 77008,29.8039647,-95.3985626,70,45,86
1409,734 Link Houston 77008,29.8136042,-95.3875145,65,41,61
1410,734 Yale Street #A Houston 77007,,,,,
1411,7346 Dallas St Houston 77011,29.728436,-95.297048,73,46,51
1412,739 E 7th 1/2 St Houston 77007,,,,,
1413,741 Worthshire St #0 Houston 77008,,,,,
1414,741 Worthshire St Houston 77008,29.789527,-95.415253,67,37,60
1415,741 Worthshire St Houston 77008,29.789527,-95.415253,67,37,60
1416,742 E 40th 1/2 St Houston 77022,29.822707,-95.398949,56,47,61
1417,743 Worthshire St #2 Houston 77008,,,,,
1418,744 N Shepherd Dr Houston 77007,29.780935,-95.409183,64,38,75
1419,747 Dorothy St Houston 77007,29.786833,-95.408403,71,40,53
1420,747 Worthshire St Houston 77008,29.789527,-95.415253,67,37,60
1421,750 E 17th St Houston 77008,29.8010206,-95.3922182,66,46,65
1422,750 Worthshire St #0 Houston 77008,,,,,
1423,751 Worthshire #2 Houston 77008,29.789527,-95.415253,,,
1424,751 Worthshire St #2 Houston 77008,,,,,
1425,754 Worthshire St Houston 77008,29.789527,-95.415253,67,37,60
1426,761 33rd Houston 77022,29.8165499,-95.3850197,62,47,50
1427,761 Grove Houston 77020,29.755016,-95.294102,33,38,11
1428,762 Worthshire St Houston 77008,29.789527,-95.415253,67,37,60
1429,763 Grove Houston 77020,29.755016,-95.294102,33,38,11
1430,765 Grove Houston 77020,29.755016,-95.294102,33,38,11
1431,767 Worthshire St Houston 77008,29.789527,-95.415253,67,37,60
1432,769 Grove Houston 77020,29.755016,-95.294102,33,38,11
1433,784 Worthshire St Houston 77008,29.789527,-95.415253,67,37,60
1434,786 Nicholson St Houston 77007,29.7924186,-95.4055829,68,41,61
1435,7904 Appleton St Houston 77022,29.83473,-95.368165,49,56,47
1436,80 N Hutcheson Houston 77003,,,,,
1437,800 Byrne St Houston 77009,29.784097,-95.382017,60,42,60
1438,800 Woodcrest Dr Houston 77018,29.822843,-95.441242,59,40,47
1439,802 E 39th St Houston 77022,29.821583,-95.387923,52,46,39
1440,802 W Heights Hollow Ln Houston 77007,,,,,
1441,802 W Heights Hollow Ln Houston 77007,,,,,
1442,804 Reinerman St Houston 77007,29.779897,-95.413623,58,37,72
1443,805 Archer Houston 77009,29.7971341,-95.3738203,50,56,67
1444,805 Brooks St Houston 77009,29.773101,-95.361,65,80,67
1445,805 Enid Houston 77009,29.807884,-95.375452,61,56,58
1446,805 Enid Houston 77009,29.807884,-95.375452,61,56,58
1447,805 Enid Houston 77009,29.807884,-95.375452,61,56,58
1448,807 Algona Ave Houston 77008,,,,,
1449,809 Herkimer St Houston 77007,29.7924109,-95.4061909,68,41,61
1450,810 E 28th St Houston 77009,29.812577,-95.383744,60,46,62
1451,810 Gale St Houston 77009,29.8056871,-95.3610309,65,55,60
1452,811 Alexander St Houston 77007,29.7886922,-95.407925,72,41,61
1453,811 Alexander St Houston 77007,29.7886922,-95.407925,72,41,61
1454,811 Wendel St Houston 77009,29.7822096,-95.3807207,59,42,59
1455,8111 Roswell St Houston 77022,29.822669,-95.369547,49,49,55
1456,814 W 26th St  D Houston 77008,,,,,
1457,814 W Heights Hollow Ln Houston 77007,,,,,
1458,815 Fisher St Houston 77018,29.823067,-95.426853,70,41,62
1459,815 Pecore St Houston 77009,29.790572,-95.379369,59,48,66
1460,816 A Dorothy St Houston 77007,29.786833,-95.408403,71,40,53
1461,817-B Delano St Houston 77003,29.7419689,-95.3540044,66,68,51
1462,817 Lawrence St Houston 77007,29.7887071,-95.406974,72,41,61
1463,819 W 43rd St Houston 77018,29.8326677,-95.4454245,44,34,45
1464,82 N Hutcheson Houston 77003,29.756543,-95.332424,73,48,53
1465,820 Kern st Houston 77008,,,,,
1466,821 Malone Houston 77007,29.7689063,-95.419331,63,43,79
1467,821 Pizer St Houston 77009,29.7936646,-95.3809981,57,48,67
1468,8210 Fulton St Houston 77022,29.8134712,-95.3696524,43,56,43
1469,822 W 26th St Houston 77008,29.809843,-95.414797,58,42,55
1470,823 Dorothy St Houston 77007,29.786833,-95.408403,71,40,53
1471,823 E 36th St Houston 77022,29.819495,-95.387394,53,45,33
1472,824 Ennis Houston 77003,29.7565371,-95.3398112,81,61,74
1473,824 W 22nd St Houston 77008,29.805726,-95.418088,58,42,62
1474,825 E 36th St Houston 77022,29.819495,-95.387394,53,45,33
1475,827 W 16th St Houston 77008,29.79972,-95.410079,65,43,71
1476,828 E 25th St Houston 77009,29.8089024,-95.3958918,62,43,69
1477,828 Ennis Houston 77003,29.7565371,-95.3398112,81,61,74
1478,828 Tulane St Houston 77007,29.7924602,-95.4023089,70,43,63
1479,832 A W 26th St Houston 77008,29.809843,-95.414797,58,42,55
1480,832 Garden Oaks Ter Houston 77018,29.8162943,-95.416865,74,43,61
1481,834 Cohn St Houston 77007,29.7700061,-95.4218366,62,44,72
1482,834 Cohn St Houston 77007,29.7700061,-95.4218366,62,44,72
1483,834 Peddie St Houston 77008,29.799217,-95.390192,61,49,69
1484,836 Herkimer St Houston 77007,29.7924109,-95.4061909,68,41,61
1485,836 Herkimer St Houston 77007,29.7924109,-95.4061909,68,41,61
1486,837 Yale St Houston 77007,29.7751592,-95.3986909,63,46,74
1487,838 26th Houston 77008,29.809843,-95.414797,58,42,55
1488,84 N Hutcheson Houston 77003,,,,,
1489,840 W 25th St  B Houston 77008,,,,,
1490,8402 Appleton Street Houston 77022,29.83473,-95.368165,49,56,47
1491,8404 Oak Leaf Point Drive Houston 77055,,,,,
1492,8406 Oak Leaf Point Drive Houston 77055,,,,,
1493,8409 Hempstead Street  H Houston 77008,,,,,
1494,8412 Oak Leaf Point Houston 77055,,,,,
1495,843 W 21ST Unit B Houston 77008,,,,,
1496,844 E 29th Houston 77009,,,,,
1497,844 E.29th Houston 77009,,,,,
1498,851 Fisher St #B Houston 77018,,,,,
1499,851 Fisher St #C Houston 77018,,,,,
1500,855 W 43rd St Houston 77018,29.8326677,-95.4454245,44,34,45
1501,864 Wakefield  D Houston 77018,29.824965,-95.438785,57,40,44
1502,864 Wakefield Street Unit C Houston 77018,,,,,
1503,864 Wakefield Street Unit E Houston 77018,,,,,
1504,867 Wakefield #D Houston 77018,29.824965,-95.438785,,,
1505,869 Wakefield #C Houston 77018,,,,,
1506,869 Wakefield #D Houston 77018,29.824965,-95.438785,,,
1507,871 Wakefield #C Houston 77018,,,,,
1508,873 Wakefield #B Houston 77018,29.824965,-95.438785,,,
1509,873 Wakefield #C Houston 77018,,,,,
1510,878 Fisher St Houston 77018,29.823067,-95.426853,70,41,62
1511,899 Knox Houston 77007,29.761265,-95.4209414,52,41,60
1512,901 Pecore St Houston 77009,29.790572,-95.379369,59,48,66
1513,901 Redan Houston 77009,29.7897782,-95.3730788,57,54,73
1514,903 W 30th St Houston 77018,29.8138587,-95.4114043,65,41,64
1515,904 Roy St Houston 77007,29.779182,-95.412661,58,36,76
1516,904b W 20th Houston 77008,,,,,
1517,905 W 19th St Houston 77008,29.802314,-95.4247272,67,37,77
1518,906 Reinerman St Houston 77007,29.779897,-95.413623,58,37,72
1519,907 Lawrence St Houston 77008,29.813772,-95.408224,66,42,57
1520,907 W 42nd St Houston 77018,29.8252981,-95.4202245,62,44,43
1521,908 Enid St Houston 77009,29.807884,-95.375452,61,56,58
1522,908 Hutchins Houston 77003,29.7567907,-95.3498213,78,88,84
1523,908 Kelley Houston 77009,29.8131,-95.365431,45,55,47
1524,908 Patterson St Houston 77007,29.7769985,-95.4062857,57,45,75
1525,910 Cohn St Houston 77007,29.7700061,-95.4218366,62,44,72
1526,910A W 18th St Houston 77008,29.8015449,-95.4598537,47,50,59
1527,910B W 18th St Houston 77008,29.8015449,-95.4598537,47,50,59
1528,910C W 18th St Houston 77008,29.8015449,-95.4598537,47,50,59
1529,910E W 18th St Houston 77008,29.8015449,-95.4598537,47,50,59
1530,911 Arlington St Houston 77008,29.7944276,-95.3942964,64,47,70
1531,911 E 32nd St Houston 77022,29.815284,-95.387524,62,42,54
1532,912 Graceland St Houston 77009,29.8085851,-95.3695923,57,58,58
1533,912 Northwood St Houston 77009,29.807452,-95.378636,64,54,65
1534,912 W W 25th St Unit: 1 Houston 77008,,,,,
1535,913-A Lawrence St Houston 77008,29.813772,-95.408224,66,42,57
1536,914 Bethlehem St Houston 77018,29.837219,-95.432958,47,41,31
1537,915 Reinicke St Houston 77007,,,,,
1538,916 Lawrence  B Houston 77008,29.813772,-95.408224,66,42,57
1539,916 Omar St Houston 77009,29.788054,-95.384311,65,45,75
1540,917 Milwaukee Houston 77009,29.809364,-95.365378,48,57,46
1541,918 Lester St Houston 77007,29.7679526,-95.41525,62,43,77
1542,919 Reinicke St Houston 77007,,,,,
1543,920 Thornton Rd Houston 77018,29.832356,-95.423062,50,42,25
1544,921 Kern St Houston 77009,29.803095,-95.381907,61,49,81
1545,9214 E Bronco Drive Houston 77055,,,,,
1546,922 Asbury St Houston 77007,29.7689188,-95.4184893,64,43,78
1547,922 W 15th 1/2 St Houston 77008,,,,,
1548,922 W 15th 1/2 St Houston 77008,,,,,
1549,923 Chantilly Ln Houston 77018,29.828882,-95.44152,43,37,45
1550,923 Chantilly Ln Houston 77018,29.828882,-95.44152,43,37,45
1551,925 Tulane Street Houston 77008,29.7924602,-95.4023089,70,43,63
1552,926 Prince St Houston 77008,29.7903249,-95.4134053,68,37,64
1553,926 W 26th St Houston 77008,29.809843,-95.414797,58,42,55
1554,927 Fugate St Houston 77009,29.795037,-95.3762929,50,54,69
1555,927 Gardenia Dr Houston 77018,29.827032,-95.424159,62,43,55
1556,928 Louise St Houston 77009,29.8053479,-95.3844428,63,47,71
1557,928 Mckinney Park Ln Houston 77003,,,,,
1558,929 Wynnwood Ln Houston 77008,29.793986,-95.440727,46,40,35
1559,9305 Highlawn St Houston 77022,29.8455634,-95.374767,44,41,61
1560,931 W 17th St Houston 77008,29.800744,-95.410088,68,44,76
1561,9314 Olathe St Houston 77055,29.796887,-95.515931,63,35,68
1562,933 W 24th St Unit E Houston 77008,,,,,
1563,934 Hillstar Houston 77009,,,,,
1564,934 Robbie Houston 77009,29.8046329,-95.3844365,63,47,71
1565,939 Colorado #10 Houston 77007,29.770765,-95.374701,,,
1566,94 N Hutcheson Houston 77003,29.756543,-95.332424,73,48,53
1567,947 W 41st St Houston 77018,29.8242419,-95.4203199,67,44,46
1568,949 W 24th St Houston 77008,29.807757,-95.418138,58,41,54
1569,953 W 23rd St Houston 77008,29.8066926,-95.4224409,66,38,67
1570,953 Yale St  B Houston 77008,,,,,
1571,953 Yale St  B Houston 77008,,,,,
1572,955 W 24 Unit C Houston 77008,,,,,
1573,96 N Hutcheson Houston 77003,29.756543,-95.332424,73,48,53
1574,960 Patterson St Houston 77007,29.7769985,-95.4062857,57,45,75
1575,962 Del Norte St Houston 77018,29.839821,-95.449523,38,34,4
1576,9802 Pine Lake Dr Houston 77055,29.789017,-95.534467,52,40,59
1577,9815 Oak Point Dr Houston 77055,29.792698,-95.534428,49,38,52
1578,9829 Pine Lake Dr Houston 77055,29.789017,-95.534467,52,40,59
